"cytokine","cell_type","gene","direction","weight"
"IL-1α","B_cell","ZFP36L2","up",1.09092999895634
"IL-1α","B_cell","ARAP2","up",0.891993631282316
"IL-1α","B_cell","SOCS3","up",0.843500162505324
"IL-1α","B_cell","NAPSA","up",0.808775593987397
"IL-1α","B_cell","GPR171","up",0.791013037121244
"IL-1α","B_cell","CCND2","up",0.699462699147377
"IL-1α","B_cell","PTPN1","up",0.686511388968371
"IL-1α","B_cell","PDCD4","up",0.672801908496927
"IL-1α","B_cell","SORL1","up",0.626455407832377
"IL-1α","B_cell","PTPN22","up",0.616331490042215
"IL-1α","B_cell","CCND3","up",0.609416851506894
"IL-1α","B_cell","SESN1","up",0.597453187445304
"IL-1α","B_cell","TSC22D3","up",0.562025335961089
"IL-1α","B_cell","SSH2","up",0.525973046730618
"IL-1α","B_cell","EGLN2","up",0.521793665375947
"IL-1α","B_cell","CD83","up",0.490730384637731
"IL-1α","B_cell","NCL","up",0.479209870470584
"IL-1α","B_cell","STAT1","up",0.467633415530426
"IL-1α","B_cell","FOXN3","up",0.463906495206753
"IL-1α","B_cell","BCL3","up",0.451151594695737
"IL-1α","B_cell","SYNGR2","up",0.45094549612325
"IL-1α","B_cell","CYTIP","up",0.440726043212382
"IL-1α","B_cell","HS3ST1","up",0.435205170966128
"IL-1α","B_cell","CEBPB","up",0.428262682562562
"IL-1α","B_cell","IRF1","up",0.42611274776845
"IL-1α","B_cell","IRGM","up",0.42301143558067
"IL-1α","B_cell","MRPL52","up",0.422353192203222
"IL-1α","B_cell","HSPA9","up",0.421192638561963
"IL-1α","B_cell","ACP5","up",0.416744767966576
"IL-1α","B_cell","ADRB2","up",0.413737099219481
"IL-1α","B_cell","SEMA4B","up",0.412344518212086
"IL-1α","B_cell","HCLS1","up",0.409911375242586
"IL-1α","B_cell","SERINC3","up",0.407546525243073
"IL-1α","B_cell","RANBP1","up",0.395947033980566
"IL-1α","B_cell","ODC1","up",0.392714245296967
"IL-1α","B_cell","PKIG","up",0.388133998865429
"IL-1α","B_cell","CD38","up",0.387003901959447
"IL-1α","B_cell","PPP1R21","up",0.373631604632563
"IL-1α","B_cell","ZBP1","up",0.372067282703183
"IL-1α","B_cell","METTL1","up",0.367745005368917
"IL-1α","B_cell","SPCS2","up",0.351865951006769
"IL-1α","B_cell","SCD","up",0.343942637563028
"IL-1α","B_cell","PAG1","up",0.341681117873594
"IL-1α","B_cell","ZFP1","up",0.329876364764935
"IL-1α","B_cell","NME1","up",0.326523168219172
"IL-1α","B_cell","ALKBH1","up",0.324669580892955
"IL-1α","B_cell","APOBEC1","up",0.304418282076844
"IL-1α","B_cell","DHX40","up",0.290549241494872
"IL-1α","B_cell","PTPRJ","up",0.277889612361457
"IL-1α","B_cell","FXR1","up",0.269611362623973
"IL-1α","B_cell","TBC1D15","up",0.260149752402556
"IL-1α","B_cell","FTH1","down",0.286945032764214
"IL-1α","B_cell","H3-3A","down",0.313768226333817
"IL-1α","B_cell","IGKC","down",0.329712884740642
"IL-1α","B_cell","CORO1A","down",0.33970073995759
"IL-1α","B_cell","FOXP1","down",0.368683232476582
"IL-1α","B_cell","LIMD2","down",0.397938644109122
"IL-1α","B_cell","CD52","down",0.401480802851988
"IL-1α","B_cell","ETS1","down",0.41801227672929
"IL-1α","B_cell","HEXB","down",0.430216612243513
"IL-1α","B_cell","ARHGAP17","down",0.44236907906868
"IL-1α","B_cell","CD79B","down",0.443180853831113
"IL-1α","B_cell","IGHM","down",0.444808245625466
"IL-1α","B_cell","KLF3","down",0.471117161674653
"IL-1α","B_cell","LTB","down",0.477855671944428
"IL-1α","B_cell","TXNDC5","down",0.481196285228783
"IL-1α","B_cell","RHOB","down",0.489157018899773
"IL-1α","B_cell","HSPA1B","down",0.502025929856683
"IL-1α","B_cell","IER5","down",0.532517293730467
"IL-1α","B_cell","S100A10","down",0.53725475267328
"IL-1α","B_cell","VIM","down",0.560564011453242
"IL-1α","B_cell","RASGRP2","down",0.562200932425108
"IL-1α","B_cell","SWAP70","down",0.565208771929012
"IL-1α","B_cell","IGLC2","down",0.568707679947534
"IL-1α","B_cell","LSP1","down",0.5723809339444
"IL-1α","B_cell","CCR7","down",0.596484671363774
"IL-1α","B_cell","EMP3","down",0.685079973258918
"IL-1α","B_cell","JUN","down",0.700396733380503
"IL-1α","B_cell","IGLC7","down",0.716703578934515
"IL-1α","B_cell","HIST1H1C","down",0.728870683111784
"IL-1α","B_cell","FOSB","down",0.793441103045454
"IL-1α","B_cell","FCER2","down",1.0576167458069
"IL-1α","B_cell","CD55","down",1.07823956650746
"IL-1α","B_cell","KLF2","down",1.13499723353032
"IL-1β","B_cell","ZFP36L2","up",1.43618127283213
"IL-1β","B_cell","CCND3","up",1.21934493728266
"IL-1β","B_cell","SERINC3","up",0.737993937892714
"IL-1β","B_cell","SOCS3","up",0.704574589672211
"IL-1β","B_cell","BCL3","up",0.701719367373365
"IL-1β","B_cell","FKBP5","up",0.445309147563115
"IL-1β","B_cell","FTH1","down",0.332789413400588
"IL-1β","B_cell","IGKC","down",0.501767686324023
"IL-1β","B_cell","IGLC2","down",0.616483550911311
"IL-1β","B_cell","CD79B","down",0.627514662489283
"IL-1β","B_cell","IGLC7","down",0.661387858174051
"IL-1β","B_cell","LTB","down",0.679305128558303
"IL-1β","B_cell","KLF2","down",0.795363948073552
"IL-1β","B_cell","IER5","down",0.801523280083856
"IL-1β","B_cell","FCER2","down",1.02440880110637
"IL-18","B_cell","SERPINA3","up",2.44826384406617
"IL-18","B_cell","STAT1","up",1.85675492834587
"IL-18","B_cell","GBP4","up",1.51048022950407
"IL-18","B_cell","SOCS1","up",1.51008834716387
"IL-18","B_cell","IRF1","up",1.44862725548318
"IL-18","B_cell","IRGM","up",1.40778072788405
"IL-18","B_cell","IRGM","up",1.36013630585373
"IL-18","B_cell","SAMHD1","up",1.30935446893098
"IL-18","B_cell","GBP6","up",1.30855344956894
"IL-18","B_cell","PKIB","up",1.27393634008351
"IL-18","B_cell","ZBP1","up",1.21771109361307
"IL-18","B_cell","PSMB9","up",1.19469331456974
"IL-18","B_cell","GBP1","up",1.12137672728919
"IL-18","B_cell","TAP1","up",1.09933953644781
"IL-18","B_cell","SERPINA3","up",0.94524409703423
"IL-18","B_cell","PARP14","up",0.94244943270578
"IL-18","B_cell","SERPINB1","up",0.883254357374985
"IL-18","B_cell","GIMAP4","up",0.883070437192254
"IL-18","B_cell","GBP4","up",0.804143554923061
"IL-18","B_cell","IFI16","up",0.766200907485249
"IL-18","B_cell","WARS","up",0.763912749707325
"IL-18","B_cell","IRF8","up",0.741833319251453
"IL-18","B_cell","GBP5","up",0.722841361780685
"IL-18","B_cell","SERTAD2","up",0.700605755157507
"IL-18","B_cell","PML","up",0.697407803589375
"IL-18","B_cell","PSMB10","up",0.675797666373054
"IL-18","B_cell","HLA-A","up",0.647388797902839
"IL-18","B_cell","HLA-A","up",0.626576150182469
"IL-18","B_cell","PSME2","up",0.619327021464277
"IL-18","B_cell","PSMB8","up",0.595757170219371
"IL-18","B_cell","PSME1","up",0.592922334764536
"IL-18","B_cell","PSMA7","up",0.564941266220098
"IL-18","B_cell","PARP9","up",0.563787068521166
"IL-18","B_cell","FAM26F","up",0.558689691651687
"IL-18","B_cell","PLAC8","up",0.549436081537394
"IL-18","B_cell","ICAM1","up",0.545489699699494
"IL-18","B_cell","JUN","up",0.544989026638297
"IL-18","B_cell","IFI16","up",0.541711343542823
"IL-18","B_cell","GBP6","up",0.530258179753509
"IL-18","B_cell","NRIP1","up",0.524092251006836
"IL-18","B_cell","PLA2G16","up",0.52365216048382
"IL-18","B_cell","STAT3","up",0.522618541309152
"IL-18","B_cell","CTSC","up",0.505061990769656
"IL-18","B_cell","BST2","up",0.502932044619928
"IL-18","B_cell","NLRC5","up",0.500118822728528
"IL-18","B_cell","B2M","up",0.479536901347121
"IL-18","B_cell","HSPA1A","up",0.45756527096918
"IL-18","B_cell","TRIM5","up",0.455071262657746
"IL-18","B_cell","HLA-A","up",0.454086922587773
"IL-18","B_cell","PPA1","up",0.445693647289671
"IL-18","B_cell","PHF11","up",0.438725715661397
"IL-18","B_cell","PA2G4","up",0.429515029986821
"IL-18","B_cell","TAP2","up",0.428974439275696
"IL-18","B_cell","SLFN12","up",0.425760589153271
"IL-18","B_cell","GOT1","up",0.424520938373017
"IL-18","B_cell","RNASE6","up",0.413330548275802
"IL-18","B_cell","GIMAP5","up",0.406715583207375
"IL-18","B_cell","GIMAP7","up",0.40553030339245
"IL-18","B_cell","IDNK","up",0.400393857373051
"IL-18","B_cell","IRGM","up",0.392020219808471
"IL-18","B_cell","KATNA1","up",0.391461739583984
"IL-18","B_cell","OGFR","up",0.379498773041857
"IL-18","B_cell","IRF9","up",0.372073055315704
"IL-18","B_cell","TAPBPL","up",0.370684821455498
"IL-18","B_cell","PSMA5","up",0.355852127384698
"IL-18","B_cell","STAT2","up",0.353357046682774
"IL-18","B_cell","DPH3","up",0.353149548927681
"IL-18","B_cell","FFAR1","up",0.347914330960351
"IL-18","B_cell","MPEG1","up",0.347760453761136
"IL-18","B_cell","ELK4","up",0.337645925976131
"IL-18","B_cell","AGFG1","up",0.337230783709707
"IL-18","B_cell","HADHB","up",0.331015913241389
"IL-18","B_cell","MAN2A1","up",0.322857723089183
"IL-18","B_cell","CASP4","up",0.322322922470746
"IL-18","B_cell","NAMPT","up",0.322139122666083
"IL-18","B_cell","XAF1","up",0.32164764441341
"IL-18","B_cell","CTSS","up",0.32123454927214
"IL-18","B_cell","CFLAR","up",0.311119089182116
"IL-18","B_cell","ATP5B","up",0.302411505716218
"IL-18","B_cell","RTP4","up",0.296131987318959
"IL-18","B_cell","MCL1","up",0.294864728311258
"IL-18","B_cell","TPRG1L","up",0.294454425416144
"IL-18","B_cell","AK6","up",0.292657757252197
"IL-18","B_cell","EIF2AK2","up",0.290723967211514
"IL-18","B_cell","BCL7C","up",0.281830635891956
"IL-18","B_cell","EIF1B","up",0.278113927051348
"IL-18","B_cell","MRPS34","up",0.27690118176136
"IL-18","B_cell","MRPL46","up",0.276782072795662
"IL-18","B_cell","SLAMF7","up",0.273691372432759
"IL-18","B_cell","VMP1","up",0.267074516503407
"IL-18","B_cell","CD52","down",0.281430721847215
"IL-18","B_cell","FCER2","down",0.58025180015232
"IL-18","B_cell","VPREB3","down",0.657276868602813
"IL-18","B_cell","STK17B","down",0.721074222434216
"IL-18","B_cell","CCR7","down",0.815149207011062
"IL-18","B_cell","CXCR4","down",0.875459655194516
"IL-18","B_cell","FOS","down",1.10618538611413
"IL-33","B_cell","IFI27","up",0.788605420567897
"IL-33","B_cell","BST2","up",0.63865610722753
"IL-33","B_cell","STAT1","up",0.600288946794797
"IL-33","B_cell","IRF7","up",0.55206281647256
"IL-33","B_cell","SLFN12","up",0.55058083168516
"IL-33","B_cell","PHF11","up",0.528561556268584
"IL-33","B_cell","RNF213","up",0.519722152051429
"IL-33","B_cell","XAF1","up",0.514291831546987
"IL-33","B_cell","ZBP1","up",0.480289651192459
"IL-33","B_cell","TRIM5","up",0.471782469308885
"IL-33","B_cell","RTP4","up",0.444800163452112
"IL-33","B_cell","PARP14","up",0.427962108941058
"IL-33","B_cell","IFIT3","up",0.426317602311329
"IL-33","B_cell","SERPINA3","up",0.408634758693948
"IL-33","B_cell","PKIB","up",0.406434463340074
"IL-33","B_cell","TOR3A","up",0.406372787042748
"IL-33","B_cell","IFI35","up",0.40591482884045
"IL-33","B_cell","IFI16","up",0.396351298453985
"IL-33","B_cell","PML","up",0.383199530671119
"IL-33","B_cell","CAPG","up",0.256955345006284
"IL-33","B_cell","SP110","up",0.254022124779699
"IL-33","B_cell","PRCP","down",0.271920842952962
"IL-33","B_cell","PLEKHO1","down",0.410663584577978
"IL-36α","B_cell","STAT1","up",1.4130288516066
"IL-36α","B_cell","SERPINA3","up",1.07865913460284
"IL-36α","B_cell","GBP4","up",1.02733629222053
"IL-36α","B_cell","PKIB","up",0.979469061746446
"IL-36α","B_cell","IRGM","up",0.897167081469095
"IL-36α","B_cell","GBP6","up",0.871467347207476
"IL-36α","B_cell","PML","up",0.758654966719698
"IL-36α","B_cell","NLRC5","up",0.735192316797435
"IL-36α","B_cell","PARP14","up",0.726831343922372
"IL-36α","B_cell","PTPN1","up",0.707162503922351
"IL-36α","B_cell","FFAR1","up",0.685195501563069
"IL-36α","B_cell","IRF1","up",0.671115256335996
"IL-36α","B_cell","TAPBPL","up",0.661071605805392
"IL-36α","B_cell","GBP5","up",0.658659159284088
"IL-36α","B_cell","SOCS1","up",0.624048119031569
"IL-36α","B_cell","PSMB9","up",0.583298487448715
"IL-36α","B_cell","STAT2","up",0.575925181748217
"IL-36α","B_cell","PPP3CA","up",0.543671779945369
"IL-36α","B_cell","EIF3J","up",0.523455420434373
"IL-36α","B_cell","STAT3","up",0.504222719506422
"IL-36α","B_cell","HADHB","up",0.47398604304536
"IL-36α","B_cell","TMSB10","up",0.440152821030115
"IL-36α","B_cell","TLR7","up",0.427977980452202
"IL-36α","B_cell","LDAH","up",0.394926247731893
"IL-36α","B_cell","TMCO4","up",0.358708718790206
"IL-36α","B_cell","H3-3A","down",0.434616979368453
"IL-36α","B_cell","KLF2","down",1.12015270257064
"IL-36Ra","B_cell","PLAC8","up",0.538567900135039
"IL-36Ra","B_cell","HLA-A","up",0.440196401171915
"IL-36Ra","B_cell","XAF1","up",0.409991444295074
"IL-36Ra","B_cell","IRF7","up",0.40443484811763
"IL-36Ra","B_cell","ATRAID","up",0.390126927251314
"IL-36Ra","B_cell","PSMB9","up",0.348851839340276
"IL-36Ra","B_cell","UBA52","down",0.727182416723109
"IL-36Ra","B_cell","KLF2","down",0.799847645053156
"IL-36Ra","B_cell","FOSB","down",0.829775948555181
"IL-36Ra","B_cell","JUN","down",0.850897204870654
"IL-36Ra","B_cell","TSC22D3","down",0.896681103934438
"IL-36Ra","B_cell","HIST1H1C","down",0.908482223324638
"IL-36Ra","B_cell","FOS","down",1.27602912579294
"IL-2","B_cell","SERPINA3","up",1.65808022077284
"IL-2","B_cell","IRGM","up",1.59595233987551
"IL-2","B_cell","GBP4","up",1.56063378509779
"IL-2","B_cell","STAT1","up",1.50659171191484
"IL-2","B_cell","SOCS1","up",1.32467462822614
"IL-2","B_cell","IRF1","up",1.30619851160131
"IL-2","B_cell","TAP1","up",1.29381852711316
"IL-2","B_cell","SAMHD1","up",1.19442392140764
"IL-2","B_cell","IRF8","up",1.18108170683353
"IL-2","B_cell","LYAR","up",0.947128092111193
"IL-2","B_cell","IRGM","up",0.921674447382292
"IL-2","B_cell","GBP5","up",0.912003934534731
"IL-2","B_cell","FBRSL1","up",0.566194285382667
"IL-2","B_cell","ERAP1","up",0.54269641885921
"IL-2","B_cell","FOS","down",1.77663331937688
"IL-4","B_cell","SAMSN1","up",2.65129779988211
"IL-4","B_cell","IL4I1","up",2.47109709005184
"IL-4","B_cell","DOCK10","up",2.1839005899008
"IL-4","B_cell","NCL","up",1.97236978604447
"IL-4","B_cell","TMEM123","up",1.85945974537382
"IL-4","B_cell","EIF4A1","up",1.75068524426441
"IL-4","B_cell","SYPL1","up",1.72727773730971
"IL-4","B_cell","HSPA5","up",1.6954892278577
"IL-4","B_cell","PKIB","up",1.69457990912353
"IL-4","B_cell","NME1","up",1.6816590863495
"IL-4","B_cell","EIF2S2","up",1.67196762904343
"IL-4","B_cell","CLTC","up",1.6449598116815
"IL-4","B_cell","SNX29","up",1.59636706252276
"IL-4","B_cell","PPP1R14B","up",1.56479103892051
"IL-4","B_cell","XBP1","up",1.54176416740173
"IL-4","B_cell","ST7","up",1.51711274959024
"IL-4","B_cell","MANF","up",1.47056574062592
"IL-4","B_cell","RAB35","up",1.39746407786631
"IL-4","B_cell","PA2G4","up",1.39090314640129
"IL-4","B_cell","GNL3","up",1.38139321677217
"IL-4","B_cell","PXK","up",1.3744601306769
"IL-4","B_cell","CALR","up",1.3533891463072
"IL-4","B_cell","RANBP1","up",1.34310366300519
"IL-4","B_cell","NPM1","up",1.33623525433406
"IL-4","B_cell","EIF5A","up",1.31156229305901
"IL-4","B_cell","NARS","up",1.30618787726727
"IL-4","B_cell","ARAP2","up",1.28894547605168
"IL-4","B_cell","FBL","up",1.28274053187563
"IL-4","B_cell","SET","up",1.27871560546764
"IL-4","B_cell","CD83","up",1.27569299875633
"IL-4","B_cell","CYCS","up",1.2727759602737
"IL-4","B_cell","HSP90B1","up",1.23185277147586
"IL-4","B_cell","DDX21","up",1.21568061255743
"IL-4","B_cell","PDIA3","up",1.19395987040583
"IL-4","B_cell","RBM3","up",1.19055414886155
"IL-4","B_cell","FKBP2","up",1.18012404700077
"IL-4","B_cell","GADD45G","up",1.1760254753191
"IL-4","B_cell","HSP90AB1","up",1.16963544391409
"IL-4","B_cell","PDIA4","up",1.15536512343557
"IL-4","B_cell","METTL1","up",1.1496023094027
"IL-4","B_cell","CCT3","up",1.14164819837294
"IL-4","B_cell","PDIA6","up",1.13170275474444
"IL-4","B_cell","ATP5G1","up",1.09159444716455
"IL-4","B_cell","SYNGR2","up",1.08543738898145
"IL-4","B_cell","SDC4","up",1.08418428279689
"IL-4","B_cell","CCT8","up",1.07581020540371
"IL-4","B_cell","MIF","up",1.07444956990602
"IL-4","B_cell","SDF2L1","up",1.07265307257886
"IL-4","B_cell","MRTO4","up",1.06915510467646
"IL-4","B_cell","ANP32B","up",1.06797450591405
"IL-4","B_cell","HLA-DMB","up",1.06371061898051
"IL-4","B_cell","PSME2","up",1.05625442609514
"IL-4","B_cell","ZNF593","up",1.04633191829042
"IL-4","B_cell","RAN","up",1.04621217349373
"IL-4","B_cell","LARS","up",1.04589226983132
"IL-4","B_cell","C1QBP","up",1.04097617620823
"IL-4","B_cell","NEDD9","up",1.04073463372725
"IL-4","B_cell","SRSF2","up",1.03737289017901
"IL-4","B_cell","NOP58","up",1.03519210797236
"IL-4","B_cell","GARS","up",0.996779012780233
"IL-4","B_cell","MTHFD2","up",0.996768418153326
"IL-4","B_cell","GAR1","up",0.993515542194493
"IL-4","B_cell","SLC25A5","up",0.988920986901882
"IL-4","B_cell","SRM","up",0.986380208765967
"IL-4","B_cell","HNRNPDL","up",0.985077413947319
"IL-4","B_cell","EIF3C","up",0.980783845555105
"IL-4","B_cell","PHGDH","up",0.971663750149464
"IL-4","B_cell","SHMT2","up",0.967825340680644
"IL-4","B_cell","SOCS1","up",0.965357390540247
"IL-4","B_cell","CCT5","up",0.964282734520942
"IL-4","B_cell","SRSF6","up",0.961840093051897
"IL-4","B_cell","HLA-DMB","up",0.957952041443911
"IL-4","B_cell","MYBBP1A","up",0.950121904842822
"IL-4","B_cell","RASA2","up",0.947530006957816
"IL-4","B_cell","RSL1D1","up",0.9317901605818
"IL-4","B_cell","PSMA7","up",0.931482366211327
"IL-4","B_cell","VMP1","up",0.91965208022116
"IL-4","B_cell","PPA1","up",0.89766221268303
"IL-4","B_cell","SNRPA","up",0.894727734687341
"IL-4","B_cell","APRT","up",0.89011227090711
"IL-4","B_cell","KLHDC2","up",0.884889857566849
"IL-4","B_cell","UBTF","up",0.880592388304539
"IL-4","B_cell","XYLT1","up",0.879022388037897
"IL-4","B_cell","BCAR3","up",0.876674918964623
"IL-4","B_cell","PRAG1","up",0.86902340660806
"IL-4","B_cell","HNRNPA3","up",0.867437891185475
"IL-4","B_cell","SERBP1","up",0.864421695270837
"IL-4","B_cell","HSPD1","up",0.858480312681633
"IL-4","B_cell","TIMM8A","up",0.857943164171898
"IL-4","B_cell","RRP9","up",0.857160715544364
"IL-4","B_cell","NOLC1","up",0.85676988872608
"IL-4","B_cell","LMO2","up",0.854542816292641
"IL-4","B_cell","CANX","up",0.85124424902097
"IL-4","B_cell","HSPA9","up",0.850901361616639
"IL-4","B_cell","MRPL23","up",0.848168421321546
"IL-4","B_cell","GTPBP4","up",0.838860447301178
"IL-4","B_cell","IARS","up",0.837521428112489
"IL-4","B_cell","SSRP1","up",0.829228512578319
"IL-4","B_cell","GSPT1","up",0.824427653639013
"IL-4","B_cell","HLA-DMA","up",0.818697992433696
"IL-4","B_cell","TARS","up",0.815406903464381
"IL-4","B_cell","NOP14","up",0.81284584245771
"IL-4","B_cell","PSME1","up",0.810981877792319
"IL-4","B_cell","CFL1","up",0.810925485354398
"IL-4","B_cell","FASN","up",0.810047716358233
"IL-4","B_cell","CCT2","up",0.806805272202507
"IL-4","B_cell","PPIA","up",0.806638105771374
"IL-4","B_cell","HSP90AA1","up",0.80568667651547
"IL-4","B_cell","G3BP1","up",0.804226577865349
"IL-4","B_cell","SNRPD3","up",0.80099448547761
"IL-4","B_cell","HSPE1","up",0.799537060444137
"IL-4","B_cell","MDN1","up",0.798465232360635
"IL-4","B_cell","HNRNPD","up",0.795668472004465
"IL-4","B_cell","UQCC2","up",0.792107137978337
"IL-4","B_cell","ATP5B","up",0.788797946979954
"IL-4","B_cell","OST4","up",0.787374435347306
"IL-4","B_cell","TAF1D","up",0.787071980058704
"IL-4","B_cell","COX7B","up",0.786315175993045
"IL-4","B_cell","CDV3","up",0.778194399161625
"IL-4","B_cell","HNRNPAB","up",0.778185293257092
"IL-4","B_cell","EIF4G1","up",0.777958661225221
"IL-4","B_cell","SNRPD1","up",0.777607884156183
"IL-4","B_cell","IMPDH2","up",0.777337423552068
"IL-4","B_cell","HSPA8","up",0.775788905042917
"IL-4","B_cell","ST13","up",0.773926776805428
"IL-4","B_cell","TMED8","up",0.77330351853616
"IL-4","B_cell","EIF4A3","up",0.771818706547754
"IL-4","B_cell","AK2","up",0.768518759423232
"IL-4","B_cell","NHP2","up",0.766152179881913
"IL-4","B_cell","FUBP1","up",0.763870074298122
"IL-4","B_cell","TOMM40","up",0.761464018115785
"IL-4","B_cell","CARS","up",0.757772449441312
"IL-4","B_cell","TMED5","up",0.757528855611801
"IL-4","B_cell","NOP56","up",0.755152777447564
"IL-4","B_cell","GAPVD1","up",0.753202142842939
"IL-4","B_cell","RRS1","up",0.752237775155877
"IL-4","B_cell","STAP1","up",0.75178485099063
"IL-4","B_cell","NSUN2","up",0.751650753403909
"IL-4","B_cell","DDX39A","up",0.748327563352868
"IL-4","B_cell","SSB","up",0.746027735804842
"IL-4","B_cell","MIF4GD","up",0.742661840260555
"IL-4","B_cell","RPF2","up",0.740300567398916
"IL-4","B_cell","LAP3","up",0.739397832158644
"IL-4","B_cell","WDR43","up",0.738886126118359
"IL-4","B_cell","EIF2S1","up",0.738457839932623
"IL-4","B_cell","YBX1","up",0.737869499676794
"IL-4","B_cell","DCUN1D5","up",0.737298037930525
"IL-4","B_cell","HSPA4","up",0.731591282719931
"IL-4","B_cell","IPO5","up",0.727539989660251
"IL-4","B_cell","SARS","up",0.726624678299028
"IL-4","B_cell","EIF1","up",0.726191318818799
"IL-4","B_cell","SLC7A1","up",0.723307113976907
"IL-4","B_cell","SRSF3","up",0.72160820130195
"IL-4","B_cell","DRAP1","up",0.721328463710937
"IL-4","B_cell","EPRS","up",0.720337510000475
"IL-4","B_cell","CLIC4","up",0.719887929052249
"IL-4","B_cell","HYOU1","up",0.717444988409799
"IL-4","B_cell","VARS","up",0.715614036123255
"IL-4","B_cell","COX5A","up",0.712578063512918
"IL-4","B_cell","SRSF7","up",0.710589667188563
"IL-4","B_cell","SNRPE","up",0.708646164614491
"IL-4","B_cell","EBNA1BP2","up",0.70763485364195
"IL-4","B_cell","NPM3","up",0.70723197370585
"IL-4","B_cell","YRDC","up",0.705221535336953
"IL-4","B_cell","SPCS2","up",0.702729974784581
"IL-4","B_cell","RRP15","up",0.697732096816891
"IL-4","B_cell","EIF3B","up",0.696728533611562
"IL-4","B_cell","DCTPP1","up",0.69667887944245
"IL-4","B_cell","SRRM1","up",0.693799760719506
"IL-4","B_cell","U2AF1","up",0.690351432407734
"IL-4","B_cell","ENO1","up",0.690178548478998
"IL-4","B_cell","MAP4K1","up",0.689408665164631
"IL-4","B_cell","MPHOSPH10","up",0.688760207295941
"IL-4","B_cell","RCC2","up",0.687738396981122
"IL-4","B_cell","ERH","up",0.68609724663036
"IL-4","B_cell","LTV1","up",0.684701196959391
"IL-4","B_cell","PFN1","up",0.680026277687259
"IL-4","B_cell","LSG1","up",0.679559501556236
"IL-4","B_cell","PTMA","up",0.677413349416282
"IL-4","B_cell","PUM3","up",0.677231370126357
"IL-4","B_cell","PSMB6","up",0.673912823236001
"IL-4","B_cell","APEX1","up",0.672070127882024
"IL-4","B_cell","CAPRIN1","up",0.671798942174904
"IL-4","B_cell","FDPS","up",0.670616564245287
"IL-4","B_cell","DDX50","up",0.668495656098096
"IL-4","B_cell","RAD23A","up",0.667243812662891
"IL-4","B_cell","KCNQ1OT1","up",0.66489641044366
"IL-4","B_cell","PRMT1","up",0.663927226666729
"IL-4","B_cell","COX5B","up",0.663629060874542
"IL-4","B_cell","SNRPB","up",0.659887286600378
"IL-4","B_cell","PPAN","up",0.659425390268942
"IL-4","B_cell","UBE2L3","up",0.657968229917423
"IL-4","B_cell","NOP2","up",0.657605191741533
"IL-4","B_cell","SMC1A","up",0.65697488403018
"IL-4","B_cell","PSMB2","up",0.655086820215388
"IL-4","B_cell","EIF3J","up",0.653051755046632
"IL-4","B_cell","NUCKS1","up",0.652496627181759
"IL-4","B_cell","HDLBP","up",0.651998107005049
"IL-4","B_cell","TUBB4B","up",0.649883139033012
"IL-4","B_cell","EIF3A","up",0.646148662061258
"IL-4","B_cell","MARS","up",0.644298097369683
"IL-4","B_cell","TWISTNB","up",0.64422195556013
"IL-4","B_cell","SNRPA1","up",0.641988776369836
"IL-4","B_cell","CTSZ","up",0.637821883618713
"IL-4","B_cell","TMED9","up",0.637649925091867
"IL-4","B_cell","PUS7","up",0.637456311481486
"IL-4","B_cell","CD3EAP","up",0.63533124071078
"IL-4","B_cell","NOP10","up",0.634776224574931
"IL-4","B_cell","POLE4","up",0.634756175679834
"IL-4","B_cell","DNAJC2","up",0.634538275869573
"IL-4","B_cell","SNX8","up",0.632418992394578
"IL-4","B_cell","UQCRQ","up",0.632325730935089
"IL-4","B_cell","TIMM9","up",0.630648720792009
"IL-4","B_cell","TUBA4A","up",0.629371466467299
"IL-4","B_cell","RRP1","up",0.628763870537938
"IL-4","B_cell","LSM2","up",0.625468521821192
"IL-4","B_cell","FOXN3","up",0.623896784295148
"IL-4","B_cell","UTP14A","up",0.623294937801974
"IL-4","B_cell","TMA16","up",0.620871160339949
"IL-4","B_cell","SEM1","up",0.620760496314129
"IL-4","B_cell","MRPS18B","up",0.620509833864111
"IL-4","B_cell","TMEM147","up",0.617673333549954
"IL-4","B_cell","PDCD11","up",0.615683170427822
"IL-4","B_cell","RBM8A","up",0.614280817742193
"IL-4","B_cell","OTULIN","up",0.613032323634787
"IL-4","B_cell","GCN1L1","up",0.612379614434721
"IL-4","B_cell","LLPH","up",0.612001177052313
"IL-4","B_cell","PTGES3","up",0.611126798172375
"IL-4","B_cell","METAP2","up",0.608545601021454
"IL-4","B_cell","LSM12","up",0.605479616361776
"IL-4","B_cell","BMP2K","up",0.603848915494961
"IL-4","B_cell","ESF1","up",0.603741700601411
"IL-4","B_cell","TKT","up",0.598431269518062
"IL-4","B_cell","SLC15A3","up",0.597265456054213
"IL-4","B_cell","GOLGA4","up",0.596384113007359
"IL-4","B_cell","ALKBH1","up",0.594965542219292
"IL-4","B_cell","PLA2G12A","up",0.592072490299856
"IL-4","B_cell","LAS1L","up",0.590926202717514
"IL-4","B_cell","PLBD1","up",0.590359220883789
"IL-4","B_cell","USP10","up",0.589959246037329
"IL-4","B_cell","HLA-DQB1","up",0.588494378356751
"IL-4","B_cell","LYAR","up",0.587580102713622
"IL-4","B_cell","BANF1","up",0.587550947115255
"IL-4","B_cell","ZC3H15","up",0.586699798071398
