"cytokine","cell_type","gene","direction","weight"
"IL-36α","T_cell_gd","COX7B","up",0.372444123423955
"IL-36α","T_cell_gd","HMGN3","up",0.372123850548837
"IL-36α","T_cell_gd","RAB8B","up",0.37171755768308
"IL-36α","T_cell_gd","IFI35","up",0.370655015550281
"IL-36α","T_cell_gd","RNPS1","up",0.369892117484367
"IL-36α","T_cell_gd","STAT2","up",0.367546500995669
"IL-36α","T_cell_gd","HNRNPAB","up",0.367180568958073
"IL-36α","T_cell_gd","JAK2","up",0.366513724844039
"IL-36α","T_cell_gd","METTL1","up",0.365362429105856
"IL-36α","T_cell_gd","NDUFA12","up",0.363825374993449
"IL-36α","T_cell_gd","C1QBP","up",0.362868401436249
"IL-36α","T_cell_gd","ACTG1","up",0.362591251638051
"IL-36α","T_cell_gd","MTHFD2","up",0.360947077116159
"IL-36α","T_cell_gd","MRPL52","up",0.360622682170251
"IL-36α","T_cell_gd","EIF1","up",0.360080023723968
"IL-36α","T_cell_gd","BOLA2","up",0.359227946330293
"IL-36α","T_cell_gd","U2AF1","up",0.358372741963249
"IL-36α","T_cell_gd","IARS","up",0.35545649813706
"IL-36α","T_cell_gd","MRPL15","up",0.355438828039514
"IL-36α","T_cell_gd","GSPT1","up",0.354657929859207
"IL-36α","T_cell_gd","BAX","up",0.354557821830362
"IL-36α","T_cell_gd","FUBP1","up",0.352376519434639
"IL-36α","T_cell_gd","NPM3","up",0.351749078933282
"IL-36α","T_cell_gd","YWHAE","up",0.351225106096092
"IL-36α","T_cell_gd","VMP1","up",0.35096197434145
"IL-36α","T_cell_gd","HLA-A","up",0.350312991136575
"IL-36α","T_cell_gd","SEC61G","up",0.350187594240213
"IL-36α","T_cell_gd","EIF3B","up",0.34878754395332
"IL-36α","T_cell_gd","WDR43","up",0.347364610896969
"IL-36α","T_cell_gd","MT1A","up",0.347063492318
"IL-36α","T_cell_gd","EBNA1BP2","up",0.345596035379913
"IL-36α","T_cell_gd","NDUFC1","up",0.343823230392636
"IL-36α","T_cell_gd","RANBP2","up",0.343246913796417
"IL-36α","T_cell_gd","SSB","up",0.341129512192329
"IL-36α","T_cell_gd","EEF1G","up",0.339602155640463
"IL-36α","T_cell_gd","TXN","up",0.339015626421166
"IL-36α","T_cell_gd","LARP1","up",0.338959484952394
"IL-36α","T_cell_gd","MRPL54","up",0.338913221289483
"IL-36α","T_cell_gd","ASCC3","up",0.336923078041205
"IL-36α","T_cell_gd","PIM2","up",0.336003103721112
"IL-36α","T_cell_gd","TUBA1B","up",0.334128502823245
"IL-36α","T_cell_gd","KCNQ1OT1","up",0.334113472009342
"IL-36α","T_cell_gd","OGFR","up",0.333404188366795
"IL-36α","T_cell_gd","PSMG4","up",0.332964489800276
"IL-36α","T_cell_gd","GAR1","up",0.332271098548814
"IL-36α","T_cell_gd","GBP5","up",0.330319367420434
"IL-36α","T_cell_gd","DDX54","up",0.330214670854919
"IL-36α","T_cell_gd","DTX3L","up",0.329476112541
"IL-36α","T_cell_gd","NOLC1","up",0.329253970666491
"IL-36α","T_cell_gd","APEX1","up",0.327809097214693
"IL-36α","T_cell_gd","PDAP1","up",0.326572250038526
"IL-36α","T_cell_gd","IMPDH2","up",0.326492632481693
"IL-36α","T_cell_gd","HDLBP","up",0.325997201999746
"IL-36α","T_cell_gd","MAGT1","up",0.324894426649461
"IL-36α","T_cell_gd","LSM6","up",0.324592915556573
"IL-36α","T_cell_gd","SDHAF1","up",0.324574934512461
"IL-36α","T_cell_gd","CLIC4","up",0.3232353916479
"IL-36α","T_cell_gd","MRPL12","up",0.323099935100959
"IL-36α","T_cell_gd","BANF1","up",0.32197662820215
"IL-36α","T_cell_gd","SLFN11","up",0.321494504567417
"IL-36α","T_cell_gd","PSMD7","up",0.321128330648688
"IL-36α","T_cell_gd","UBE2M","up",0.32096136562978
"IL-36α","T_cell_gd","RRP9","up",0.320597335671676
"IL-36α","T_cell_gd","UBE2I","up",0.319208016784383
"IL-36α","T_cell_gd","NDUFB4","up",0.319169248210301
"IL-36α","T_cell_gd","CCT2","up",0.318836161436481
"IL-36α","T_cell_gd","LSM3","up",0.318771654652064
"IL-36α","T_cell_gd","ST6GALNAC4","up",0.317557062334255
"IL-36α","T_cell_gd","ZEB2","up",0.316711823978497
"IL-36α","T_cell_gd","SELENOS","up",0.316665980758055
"IL-36α","T_cell_gd","MRPS6","up",0.315281383162562
"IL-36α","T_cell_gd","EIF4E","up",0.314661854455747
"IL-36α","T_cell_gd","P4HB","up",0.313972705992561
"IL-36α","T_cell_gd","CDC34","up",0.312021873905927
"IL-36α","T_cell_gd","ATP1A1","up",0.311245095503335
"IL-36α","T_cell_gd","IRGM","up",0.309754283175785
"IL-36α","T_cell_gd","MYD88","up",0.30945519429114
"IL-36α","T_cell_gd","UQCC2","up",0.309312236806022
"IL-36α","T_cell_gd","EIF1AY","up",0.308151005179778
"IL-36α","T_cell_gd","CCT8","up",0.308026932724724
"IL-36α","T_cell_gd","BZW1","up",0.307284933864722
"IL-36α","T_cell_gd","GNPNAT1","up",0.306832690207751
"IL-36α","T_cell_gd","DDX18","up",0.306760248139645
"IL-36α","T_cell_gd","HYOU1","up",0.306016474883471
"IL-36α","T_cell_gd","SPCS2","up",0.305912765754085
"IL-36α","T_cell_gd","GBP6","up",0.305614916741573
"IL-36α","T_cell_gd","VARS","up",0.305247560688411
"IL-36α","T_cell_gd","DDX39B","up",0.304685410547318
"IL-36α","T_cell_gd","NMI","up",0.304385792433409
"IL-36α","T_cell_gd","AHR","up",0.303598059512214
"IL-36α","T_cell_gd","BCL2L1","up",0.303060030881565
"IL-36α","T_cell_gd","HPRT1","up",0.302800534095424
"IL-36α","T_cell_gd","CACYBP","up",0.3017229782662
"IL-36α","T_cell_gd","TMED5","up",0.301643054138205
"IL-36α","T_cell_gd","OSTC","up",0.300291742665703
"IL-36α","T_cell_gd","FAM162A","up",0.299959988105124
"IL-36α","T_cell_gd","ATP2A2","up",0.298706546066438
"IL-36α","T_cell_gd","SRSF10","up",0.298189139963385
"IL-36α","T_cell_gd","SCFD1","up",0.297534262785614
"IL-36α","T_cell_gd","CHCHD1","up",0.297518212882249
"IL-36α","T_cell_gd","PSMB4","up",0.294773566022573
"IL-36α","T_cell_gd","SNRNP200","up",0.293147813489244
"IL-36α","T_cell_gd","NAA20","up",0.292535266429322
"IL-36α","T_cell_gd","TRIM5","up",0.291940631246733
"IL-36α","T_cell_gd","TNFRSF25","up",0.291429712768153
"IL-36α","T_cell_gd","TCP1","up",0.290141664332884
"IL-36α","T_cell_gd","UFD1","up",0.288839864108023
"IL-36α","T_cell_gd","AVPI1","up",0.286564416351554
"IL-36α","T_cell_gd","UBXN4","up",0.284202292321126
"IL-36α","T_cell_gd","PKM","up",0.283843111317247
"IL-36α","T_cell_gd","HLA-A","up",0.282234182785448
"IL-36α","T_cell_gd","CYSLTR1","up",0.28155381050356
"IL-36α","T_cell_gd","HNRNPH2","up",0.280979769249337
"IL-36α","T_cell_gd","PFN1","up",0.279936236661547
"IL-36α","T_cell_gd","PNPT1","up",0.277407106404166
"IL-36α","T_cell_gd","MYDGF","up",0.276472198887361
"IL-36α","T_cell_gd","SNRPA","up",0.276445723282916
"IL-36α","T_cell_gd","HNRNPDL","up",0.276318048744603
"IL-36α","T_cell_gd","CASP8","up",0.274092753293039
"IL-36α","T_cell_gd","ACOT7","up",0.27324130205794
"IL-36α","T_cell_gd","EIF6","up",0.273008080626156
"IL-36α","T_cell_gd","THYN1","up",0.272175681220779
"IL-36α","T_cell_gd","TRA","up",0.272025962673087
"IL-36α","T_cell_gd","CYSLTR2","up",0.271946028169103
"IL-36α","T_cell_gd","SPCS3","up",0.271383530800918
"IL-36α","T_cell_gd","PHF5A","up",0.271287862231683
"IL-36α","T_cell_gd","EXOC4","up",0.270723276552054
"IL-36α","T_cell_gd","COPS6","up",0.269629200553256
"IL-36α","T_cell_gd","LARS","up",0.267136916083316
"IL-36α","T_cell_gd","RAB5C","up",0.266724002965741
"IL-36α","T_cell_gd","CTU2","up",0.265243502835912
"IL-36α","T_cell_gd","SDF4","up",0.265242092371288
"IL-36α","T_cell_gd","PSME3","up",0.264520476578978
"IL-36α","T_cell_gd","ABCF1","up",0.264509582111437
"IL-36α","T_cell_gd","DNAJC2","up",0.264377835405451
"IL-36α","T_cell_gd","PPID","up",0.264138760416023
"IL-36α","T_cell_gd","MRPL17","up",0.26360194003907
"IL-36α","T_cell_gd","TOMM40","up",0.262351114825359
"IL-36α","T_cell_gd","DKC1","up",0.262164514537366
"IL-36α","T_cell_gd","TSR1","up",0.261878693112325
"IL-36α","T_cell_gd","HNRNPD","up",0.261585820226665
"IL-36α","T_cell_gd","UQCR10","up",0.261434409832291
"IL-36α","T_cell_gd","ZNF281","up",0.260625030550674
"IL-36α","T_cell_gd","YBX3","up",0.260498800365947
"IL-36α","T_cell_gd","FAM96A","up",0.259712053142136
"IL-36α","T_cell_gd","NIFK","up",0.259120904169596
"IL-36α","T_cell_gd","NDUFA5","up",0.257805279545518
"IL-36α","T_cell_gd","TARS","up",0.257735893970246
"IL-36α","T_cell_gd","SNRPB","up",0.256471218280336
"IL-36α","T_cell_gd","NAA50","up",0.256096590777383
"IL-36α","T_cell_gd","DTYMK","up",0.25332542163706
"IL-36α","T_cell_gd","RANGAP1","up",0.252805833321515
"IL-36α","T_cell_gd","PGK1","up",0.252606605674771
"IL-36α","T_cell_gd","PSMD12","up",0.251336988744677
"IL-36α","T_cell_gd","C6ORF106","up",0.250169215029447
"IL-36α","T_cell_gd","PFDN5","down",0.253445839771605
"IL-36α","T_cell_gd","CXCR4","down",0.280215773238601
"IL-36α","T_cell_gd","MBNL1","down",0.291307613756616
"IL-36α","T_cell_gd","C19ORF38","down",0.297716526628059
"IL-36α","T_cell_gd","MUM1","down",0.306302845916016
"IL-36α","T_cell_gd","SELPLG","down",0.310095910429854
"IL-36α","T_cell_gd","ANXA1","down",0.311537013710329
"IL-36α","T_cell_gd","SKAP1","down",0.312648309699283
"IL-36α","T_cell_gd","NCOR1","down",0.33144447240242
"IL-36α","T_cell_gd","SH3BGRL3","down",0.352708225057741
"IL-36α","T_cell_gd","IL17RB","down",0.35354348308677
"IL-36α","T_cell_gd","EVL","down",0.362406591893596
"IL-36α","T_cell_gd","PTPN18","down",0.362772093284368
"IL-36α","T_cell_gd","ARHGAP45","down",0.369819134507033
"IL-36α","T_cell_gd","BNIP3L","down",0.372080480563888
"IL-36α","T_cell_gd","ARID1A","down",0.373314733940139
"IL-36α","T_cell_gd","PBXIP1","down",0.383446158965282
"IL-36α","T_cell_gd","PNRC1","down",0.384018545786414
"IL-36α","T_cell_gd","HCST","down",0.385661840131523
"IL-36α","T_cell_gd","PINK1","down",0.385963594897327
"IL-36α","T_cell_gd","ACP5","down",0.385997748119099
"IL-36α","T_cell_gd","UCP2","down",0.387044111996989
"IL-36α","T_cell_gd","CDC42EP3","down",0.390329664901651
"IL-36α","T_cell_gd","FXYD5","down",0.396831093654427
"IL-36α","T_cell_gd","SKI","down",0.399052080069552
"IL-36α","T_cell_gd","LPAR6","down",0.411308152485188
"IL-36α","T_cell_gd","FAM189B","down",0.413110317584677
"IL-36α","T_cell_gd","CTSD","down",0.419024737263399
"IL-36α","T_cell_gd","KLHL6","down",0.426839489497738
"IL-36α","T_cell_gd","SARAF","down",0.438118515758632
"IL-36α","T_cell_gd","S100A11","down",0.438126314162532
"IL-36α","T_cell_gd","ARHGEF1","down",0.439280740801208
"IL-36α","T_cell_gd","ITM2B","down",0.445337783316625
"IL-36α","T_cell_gd","TMEM50A","down",0.447188825713673
"IL-36α","T_cell_gd","UBE2H","down",0.454321536913566
"IL-36α","T_cell_gd","ITGB7","down",0.455765873680474
"IL-36α","T_cell_gd","EGR1","down",0.457233071278609
"IL-36α","T_cell_gd","FAAH","down",0.458996571644428
"IL-36α","T_cell_gd","ARHGDIB","down",0.46036337862217
"IL-36α","T_cell_gd","S1PR1","down",0.4637635062996
"IL-36α","T_cell_gd","TXNIP","down",0.468285137437323
"IL-36α","T_cell_gd","CLK1","down",0.482670539289934
"IL-36α","T_cell_gd","MACF1","down",0.486417103211772
"IL-36α","T_cell_gd","PDCD4","down",0.488372920931341
"IL-36α","T_cell_gd","H2AFV","down",0.498346412853344
"IL-36α","T_cell_gd","KIF21B","down",0.507695486133245
"IL-36α","T_cell_gd","UBC","down",0.518944671460027
"IL-36α","T_cell_gd","COX7A2L","down",0.520690233221705
"IL-36α","T_cell_gd","ANKRD44","down",0.52085667628089
"IL-36α","T_cell_gd","ITGAE","down",0.521562576929109
"IL-36α","T_cell_gd","TSPO","down",0.539361812627861
"IL-36α","T_cell_gd","S100A6","down",0.547770084141729
"IL-36α","T_cell_gd","PAIP2","down",0.556098660013922
"IL-36α","T_cell_gd","CRLF3","down",0.564630684173814
"IL-36α","T_cell_gd","EMP3","down",0.574047708164367
"IL-36α","T_cell_gd","GMFG","down",0.57415707183637
"IL-36α","T_cell_gd","SDC1","down",0.577340349063681
"IL-36α","T_cell_gd","TMEM64","down",0.600165179174696
"IL-36α","T_cell_gd","AKAP13","down",0.603926199603704
"IL-36α","T_cell_gd","RGCC","down",0.604190607037016
"IL-36α","T_cell_gd","JUNB","down",0.612813615643031
"IL-36α","T_cell_gd","ST3GAL6","down",0.612986038569013
"IL-36α","T_cell_gd","DAP","down",0.621275539403066
"IL-36α","T_cell_gd","MXD4","down",0.63369288825658
"IL-36α","T_cell_gd","ADGRE2","down",0.636847017638027
"IL-36α","T_cell_gd","FOXP1","down",0.639355388243882
"IL-36α","T_cell_gd","CRIP1","down",0.64599306642014
"IL-36α","T_cell_gd","IL18R1","down",0.665608561015914
"IL-36α","T_cell_gd","HMGB2","down",0.670334934045969
"IL-36α","T_cell_gd","AHNAK","down",0.67256790394129
"IL-36α","T_cell_gd","RGS10","down",0.67815743541514
"IL-36α","T_cell_gd","CD7","down",0.702808728337426
"IL-36α","T_cell_gd","S100A4","down",0.719220548579767
"IL-36α","T_cell_gd","CKB","down",0.731637670348046
"IL-36α","T_cell_gd","KLF6","down",0.749229684149076
"IL-36α","T_cell_gd","IL7R","down",0.750731783045034
"IL-36α","T_cell_gd","ZFP36L2","down",0.796556658880536
"IL-36α","T_cell_gd","YPEL3","down",0.811017966305091
"IL-36α","T_cell_gd","KLF2","down",0.812980716269069
"IL-36α","T_cell_gd","LSP1","down",0.836821480455107
"IL-36α","T_cell_gd","SELENOP","down",0.957416428112927
"IL-36α","T_cell_gd","FOSB","down",1.0079915833413
"IL-36α","T_cell_gd","SMPDL3A","down",1.01310300612979
"IL-36α","T_cell_gd","S100A10","down",1.04066605531457
"IL-36α","T_cell_gd","BTG2","down",1.20846496619435
"IL-36α","T_cell_gd","FOS","down",1.47377663642461
"IL-36Ra","T_cell_gd","PNRC1","down",0.301929168540799
"IL-36Ra","T_cell_gd","CXCR4","down",0.313280200298118
"IL-36Ra","T_cell_gd","JUND","down",0.601051526191359
"IL-36Ra","T_cell_gd","ZFP36L2","down",0.688117986905058
"IL-36Ra","T_cell_gd","KLF2","down",0.752253612997559
"IL-36Ra","T_cell_gd","JUNB","down",0.871394980996861
"IL-2","T_cell_gd","IRGM","up",1.91356800001984
"IL-2","T_cell_gd","GBP6","up",1.65614785975248
"IL-2","T_cell_gd","LTA","up",1.62773910576564
"IL-2","T_cell_gd","CXCL10","up",1.60275691858285
"IL-2","T_cell_gd","STAT1","up",1.58063588322413
"IL-2","T_cell_gd","SOCS1","up",1.48594601742088
"IL-2","T_cell_gd","GBP1","up",1.4576098212622
"IL-2","T_cell_gd","MANF","up",1.3181853331988
"IL-2","T_cell_gd","HSP90B1","up",1.253414626171
"IL-2","T_cell_gd","PPA1","up",1.24204824650366
"IL-2","T_cell_gd","IRF1","up",1.20018291117588
"IL-2","T_cell_gd","HSPA5","up",1.17143575435166
"IL-2","T_cell_gd","NME1","up",1.15666230286636
"IL-2","T_cell_gd","IRGM","up",1.15225348224788
"IL-2","T_cell_gd","PPP1R14B","up",1.07974880664106
"IL-2","T_cell_gd","GZMB","up",1.06746090808283
"IL-2","T_cell_gd","RANBP1","up",1.06710410696066
"IL-2","T_cell_gd","BST2","up",1.0056083726229
"IL-2","T_cell_gd","NCL","up",1.00394473618455
"IL-2","T_cell_gd","PSME2","up",0.994394954643355
"IL-2","T_cell_gd","EIF5A","up",0.993139846049101
"IL-2","T_cell_gd","PDIA3","up",0.990350662333462
"IL-2","T_cell_gd","TUBB4B","up",0.961664810842323
"IL-2","T_cell_gd","PSMB10","up",0.950129379176497
"IL-2","T_cell_gd","GBP4","up",0.945845987759963
"IL-2","T_cell_gd","REXO2","up",0.93975617169861
"IL-2","T_cell_gd","MIF","up",0.938562530748692
"IL-2","T_cell_gd","PA2G4","up",0.930499772190905
"IL-2","T_cell_gd","CALR","up",0.908387959992594
"IL-2","T_cell_gd","F2R","up",0.905707729786558
"IL-2","T_cell_gd","ZBP1","up",0.903995804160919
"IL-2","T_cell_gd","RAN","up",0.902516529919291
"IL-2","T_cell_gd","CCND2","up",0.902233181865005
"IL-2","T_cell_gd","TAP1","up",0.867508122565998
"IL-2","T_cell_gd","DDX21","up",0.855602219136574
"IL-2","T_cell_gd","HSPA8","up",0.837921180191535
"IL-2","T_cell_gd","CYCS","up",0.836801741909066
"IL-2","T_cell_gd","CANX","up",0.832544549301039
"IL-2","T_cell_gd","NPM1","up",0.832042738407784
"IL-2","T_cell_gd","SAMHD1","up",0.829392016194154
"IL-2","T_cell_gd","IL12RB1","up",0.826796989503931
"IL-2","T_cell_gd","PDIA6","up",0.819841087138542
"IL-2","T_cell_gd","HSP90AB1","up",0.818836145761922
"IL-2","T_cell_gd","HSP90AA1","up",0.806830333478251
"IL-2","T_cell_gd","TUBA1B","up",0.803745633582343
"IL-2","T_cell_gd","IGFBP4","up",0.794623611223703
"IL-2","T_cell_gd","PHGDH","up",0.791002798277208
"IL-2","T_cell_gd","LTB4R","up",0.782576748550652
"IL-2","T_cell_gd","SRSF2","up",0.781188501966024
"IL-2","T_cell_gd","XBP1","up",0.775254575931395
"IL-2","T_cell_gd","MAT2A","up",0.762761449011111
"IL-2","T_cell_gd","SRM","up",0.761799736960591
"IL-2","T_cell_gd","SERPINA3","up",0.758103071390436
"IL-2","T_cell_gd","STAT3","up",0.756576994829725
"IL-2","T_cell_gd","SDF2L1","up",0.753457423241273
"IL-2","T_cell_gd","DTX1","up",0.751709693140387
"IL-2","T_cell_gd","HNRNPD","up",0.748969522401702
"IL-2","T_cell_gd","TUBA4A","up",0.737963726391438
"IL-2","T_cell_gd","PFN1","up",0.735694375894806
"IL-2","T_cell_gd","HSPD1","up",0.730610233764731
"IL-2","T_cell_gd","PARP14","up",0.729441393504876
"IL-2","T_cell_gd","EIF4A1","up",0.72205267068633
"IL-2","T_cell_gd","MTHFD2","up",0.714126708631492
"IL-2","T_cell_gd","DTX3L","up",0.707362988108142
"IL-2","T_cell_gd","G3BP1","up",0.70604983728021
"IL-2","T_cell_gd","NOP56","up",0.7024497394083
"IL-2","T_cell_gd","CDK6","up",0.700525660464874
"IL-2","T_cell_gd","ENO1","up",0.700281218629215
"IL-2","T_cell_gd","SHMT2","up",0.688680578040758
"IL-2","T_cell_gd","LDHA","up",0.686253235457974
"IL-2","T_cell_gd","CACYBP","up",0.685644325276846
"IL-2","T_cell_gd","DNAJB11","up",0.671096526877734
"IL-2","T_cell_gd","RTP4","up",0.669759681725209
"IL-2","T_cell_gd","RPN1","up",0.663872237779629
"IL-2","T_cell_gd","GBP6","up",0.663284868949102
"IL-2","T_cell_gd","TAP2","up",0.655364205181866
"IL-2","T_cell_gd","NHP2","up",0.654953324180899
"IL-2","T_cell_gd","IL2RB","up",0.651917039479515
"IL-2","T_cell_gd","NOP58","up",0.650326574068291
"IL-2","T_cell_gd","IRGM","up",0.648445649465425
"IL-2","T_cell_gd","MYBBP1A","up",0.647570294623112
"IL-2","T_cell_gd","PSMB8","up",0.6405429672162
"IL-2","T_cell_gd","METTL1","up",0.640027830889228
"IL-2","T_cell_gd","PSMA7","up",0.638931464191945
"IL-2","T_cell_gd","FBL","up",0.636104330879394
"IL-2","T_cell_gd","ATP5G1","up",0.635477282935926
"IL-2","T_cell_gd","GAR1","up",0.635235092328848
"IL-2","T_cell_gd","EIF3A","up",0.63091743505953
"IL-2","T_cell_gd","SET","up",0.628476983135274
"IL-2","T_cell_gd","PARP9","up",0.62725356003342
"IL-2","T_cell_gd","CCT3","up",0.627080122530208
"IL-2","T_cell_gd","FURIN","up",0.626471412271071
"IL-2","T_cell_gd","PDIA4","up",0.625893848718836
"IL-2","T_cell_gd","SERBP1","up",0.625835300376008
"IL-2","T_cell_gd","EIF2S2","up",0.624042377763004
"IL-2","T_cell_gd","CYSLTR1","up",0.622839988317433
"IL-2","T_cell_gd","COX5A","up",0.601391669598726
"IL-2","T_cell_gd","CRELD2","up",0.596631535171459
"IL-2","T_cell_gd","HNRNPA3","up",0.595738860979537
"IL-2","T_cell_gd","EBNA1BP2","up",0.595198052858838
"IL-2","T_cell_gd","APRT","up",0.593060527552967
"IL-2","T_cell_gd","NARS","up",0.59285000528573
"IL-2","T_cell_gd","NAMPT","up",0.592258791812532
"IL-2","T_cell_gd","FLT3LG","up",0.589656826078251
"IL-2","T_cell_gd","MAGT1","up",0.588911370729018
"IL-2","T_cell_gd","ATIC","up",0.5846915822043
"IL-2","T_cell_gd","C1QBP","up",0.584050748631405
"IL-2","T_cell_gd","SNU13","up",0.582479678482579
"IL-2","T_cell_gd","DNAJC3","up",0.581073118058769
"IL-2","T_cell_gd","SNRPD1","up",0.578018462044251
"IL-2","T_cell_gd","PRDX1","up",0.577013894672705
"IL-2","T_cell_gd","TAPBP","up",0.573744743421326
"IL-2","T_cell_gd","IRF8","up",0.571619422119715
"IL-2","T_cell_gd","EIF1AY","up",0.570332017867289
"IL-2","T_cell_gd","HLA-A","up",0.567206538735326
"IL-2","T_cell_gd","POMP","up",0.563719725448705
"IL-2","T_cell_gd","CCT8","up",0.563132708395055
"IL-2","T_cell_gd","SRSF7","up",0.561969927837467
"IL-2","T_cell_gd","NPM3","up",0.56146608961768
"IL-2","T_cell_gd","OSTC","up",0.560703071546436
"IL-2","T_cell_gd","SYNCRIP","up",0.560223761379741
"IL-2","T_cell_gd","SNRPD3","up",0.558178245881289
"IL-2","T_cell_gd","EIF3B","up",0.557982140841243
"IL-2","T_cell_gd","RBM3","up",0.557928135231163
"IL-2","T_cell_gd","PSMB9","up",0.556503355952955
"IL-2","T_cell_gd","NLRC5","up",0.556005838963182
"IL-2","T_cell_gd","PGK1","up",0.553177442313308
"IL-2","T_cell_gd","SLC25A5","up",0.550551360397812
"IL-2","T_cell_gd","LARP1","up",0.547968761495045
"IL-2","T_cell_gd","RNF213","up",0.546194552456966
"IL-2","T_cell_gd","SP110","up",0.544130284108518
"IL-2","T_cell_gd","IMPDH2","up",0.542875872949277
"IL-2","T_cell_gd","MDN1","up",0.527605409985078
"IL-2","T_cell_gd","BZW1","up",0.524557419384517
"IL-2","T_cell_gd","EIF4G1","up",0.523281298727429
"IL-2","T_cell_gd","CFL1","up",0.522939948449475
"IL-2","T_cell_gd","MRPL20","up",0.518392927173531
"IL-2","T_cell_gd","RASA2","up",0.518260372807516
"IL-2","T_cell_gd","PCBP1","up",0.517445614901309
"IL-2","T_cell_gd","CALM1","up",0.510794125210765
"IL-2","T_cell_gd","MRPL12","up",0.502799449226314
"IL-2","T_cell_gd","B2M","up",0.50164201189217
"IL-2","T_cell_gd","TIMM8A","up",0.501249539159752
"IL-2","T_cell_gd","BAX","up",0.498800940522458
"IL-2","T_cell_gd","FKBP2","up",0.498710012030467
"IL-2","T_cell_gd","UQCC2","up",0.498525301189312
"IL-2","T_cell_gd","ST13","up",0.497540049828327
"IL-2","T_cell_gd","PPP1R16B","up",0.497099021858835
"IL-2","T_cell_gd","HSPA9","up",0.495008209477498
"IL-2","T_cell_gd","HYOU1","up",0.494992970922026
"IL-2","T_cell_gd","EHD1","up",0.49440684312565
"IL-2","T_cell_gd","STIP1","up",0.49346749497756
"IL-2","T_cell_gd","NOLC1","up",0.487081218961282
"IL-2","T_cell_gd","PSMA5","up",0.486075149784177
"IL-2","T_cell_gd","NSUN2","up",0.485026349786067
"IL-2","T_cell_gd","DDB1","up",0.482698988649403
"IL-2","T_cell_gd","PSMA2","up",0.482685447623634
"IL-2","T_cell_gd","MRPL23","up",0.481175180248236
"IL-2","T_cell_gd","BANF1","up",0.480791337491725
"IL-2","T_cell_gd","WDR43","up",0.480411289123675
"IL-2","T_cell_gd","HNRNPAB","up",0.478851350021853
"IL-2","T_cell_gd","ATP5G3","up",0.478490856077455
"IL-2","T_cell_gd","GSPT1","up",0.475056171831357
"IL-2","T_cell_gd","LGALS3BP","up",0.474760205629077
"IL-2","T_cell_gd","TXN","up",0.474401640943081
"IL-2","T_cell_gd","GBP6","up",0.474245447313431
"IL-2","T_cell_gd","CD274","up",0.47318600280232
"IL-2","T_cell_gd","TPM3","up",0.472458169135546
"IL-2","T_cell_gd","DKC1","up",0.472117500554197
"IL-2","T_cell_gd","FGL2","up",0.46920894762535
"IL-2","T_cell_gd","UBL4A","up",0.468896556565568
"IL-2","T_cell_gd","EIF3C","up",0.468798779867205
"IL-2","T_cell_gd","TAPBPL","up",0.467541550144634
"IL-2","T_cell_gd","ARHGDIA","up",0.464732592732769
"IL-2","T_cell_gd","ISG15","up",0.463660751087316
"IL-2","T_cell_gd","NDUFB6","up",0.462288574877987
"IL-2","T_cell_gd","SPCS1","up",0.46093727879352
"IL-2","T_cell_gd","MRTO4","up",0.459581093500607
"IL-2","T_cell_gd","DOCK10","up",0.459523803979533
"IL-2","T_cell_gd","EIF2S1","up",0.459277334006334
"IL-2","T_cell_gd","CCT5","up",0.459158787767899
"IL-2","T_cell_gd","CLIC4","up",0.458661845140236
"IL-2","T_cell_gd","SSB","up",0.457955664204826
"IL-2","T_cell_gd","SRSF3","up",0.457572993285178
"IL-2","T_cell_gd","NDUFB7","up",0.456730989741257
"IL-2","T_cell_gd","HDGF","up",0.455858212113939
"IL-2","T_cell_gd","HNRNPA1","up",0.455387913702463
"IL-2","T_cell_gd","PSMB4","up",0.455287529068393
"IL-2","T_cell_gd","HSPA4","up",0.452064535574339
"IL-2","T_cell_gd","HNRNPU","up",0.44957788354426
"IL-2","T_cell_gd","WARS","up",0.447575500802732
"IL-2","T_cell_gd","UQCRQ","up",0.446766943032574
"IL-2","T_cell_gd","PSMA4","up",0.445662685264043
"IL-2","T_cell_gd","LSM6","up",0.444761359259708
"IL-2","T_cell_gd","LAT","up",0.444229531346032
"IL-2","T_cell_gd","APEX1","up",0.442327171118804
"IL-2","T_cell_gd","LCP1","up",0.442242016602204
"IL-2","T_cell_gd","PSMB5","up",0.440602430310424
"IL-2","T_cell_gd","PRMT1","up",0.440184971556353
"IL-2","T_cell_gd","HSPE1","up",0.437760630854632
"IL-2","T_cell_gd","FAM96A","up",0.435724570291904
"IL-2","T_cell_gd","FABP5","up",0.435677161012842
"IL-2","T_cell_gd","CDC42SE1","up",0.435588847927306
"IL-2","T_cell_gd","SAR1A","up",0.434758426353919
"IL-2","T_cell_gd","SRSF6","up",0.434434157395002
"IL-2","T_cell_gd","IPO5","up",0.433911228238215
"IL-2","T_cell_gd","CLTC","up",0.43385822833269
"IL-2","T_cell_gd","P4HB","up",0.433493427943302
"IL-2","T_cell_gd","PRPF31","up",0.432959607717765
"IL-2","T_cell_gd","KHDRBS1","up",0.432120571732467
"IL-2","T_cell_gd","MDFIC","up",0.43210030611836
"IL-2","T_cell_gd","ERAP1","up",0.431536972181711
"IL-2","T_cell_gd","GNL3","up",0.431415778420207
"IL-2","T_cell_gd","GART","up",0.431027662579491
